Datetime,Heating Demand (kWh),Cooling Demand (kWh),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Mar-20 01:00:00,3.296894305,495.343989,1873,6888
2006-Mar-20 02:00:00,4.773337178,494.894782,1874,6887
2006-Mar-20 03:00:00,5.912329361,494.5071731,1875,6886
2006-Mar-20 04:00:00,95.31982686,494.0685579,1876,6885
2006-Mar-20 05:00:00,250.0575586,473.2903067,1877,6884
2006-Mar-20 06:00:00,379.6281574,498.8097211,1878,6883
2006-Mar-20 07:00:00,395.8412367,495.8873444,1879,6882
2006-Mar-20 08:00:00,307.158127,496.7868498,1880,6881
2006-Mar-20 09:00:00,245.221973,575.4639797,1881,6880
2006-Mar-20 10:00:00,92.69950281,750.3390309,1882,6879
2006-Mar-20 11:00:00,84.53940835,915.7669838,1883,6878
2006-Mar-20 12:00:00,91.32522647,916.9370642,1884,6877
2006-Mar-20 13:00:00,80.1682721,1085.876814,1885,6876
2006-Mar-20 14:00:00,58.67320783,1191.963134,1886,6875
2006-Mar-20 15:00:00,55.21419607,1299.227335,1887,6874
2006-Mar-20 16:00:00,65.96191321,1320.736637,1888,6873
2006-Mar-20 17:00:00,59.5754901,1070.855446,1889,6872
2006-Mar-20 18:00:00,275.4733565,895.4645342,1890,6871
2006-Mar-20 19:00:00,232.0388623,738.8862262,1891,6870
2006-Mar-20 20:00:00,447.804817,674.8369635,1892,6869
2006-Mar-20 21:00:00,550.4528794,648.7388158,1893,6868
2006-Mar-20 22:00:00,4.861295684,521.1432751,1894,6867
2006-Mar-20 23:00:00,4.85803039,499.7203869,1895,6866
2006-Mar-21 00:00:00,0,499.7447712,1896,6865
2006-Mar-21 01:00:00,0,498.2918005,1897,6864
2006-Mar-21 02:00:00,0,498.061433,1898,6863
2006-Mar-21 03:00:00,0,496.9509932,1899,6862
2006-Mar-21 04:00:00,10.75451684,496.6393384,1900,6861
2006-Mar-21 05:00:00,151.7567585,476.4857496,1901,6860
2006-Mar-21 06:00:00,267.831116,502.2090971,1902,6859
2006-Mar-21 07:00:00,433.4581632,498.1391683,1903,6858
2006-Mar-21 08:00:00,165.2855776,501.2409772,1904,6857
2006-Mar-21 09:00:00,191.5328807,714.5571258,1905,6856
2006-Mar-21 10:00:00,98.08434743,876.5913923,1906,6855
2006-Mar-21 11:00:00,68.85351916,1025.635941,1907,6854
2006-Mar-21 12:00:00,66.17333661,1108.260236,1908,6853
2006-Mar-21 13:00:00,58.60608945,1246.67479,1909,6852
2006-Mar-21 14:00:00,40.59959829,1378.408017,1910,6851
2006-Mar-21 15:00:00,41.34690779,1552.273987,1911,6850
2006-Mar-21 16:00:00,52.06288662,1573.719926,1912,6849
2006-Mar-21 17:00:00,34.95913343,1294.250166,1913,6848
2006-Mar-21 18:00:00,108.198145,1060.615814,1914,6847
2006-Mar-21 19:00:00,170.2627506,850.6493756,1915,6846
2006-Mar-21 20:00:00,136.9586324,739.7824669,1916,6845
2006-Mar-21 21:00:00,170.6933123,695.2864033,1917,6844
2006-Mar-21 22:00:00,4.858652076,593.8452621,1918,6843
2006-Mar-21 23:00:00,4.855890772,501.6456171,1919,6842
2006-Mar-22 00:00:00,0,577.1330543,1920,6841
2006-Mar-22 01:00:00,0,500.4938686,1921,6840
2006-Mar-22 02:00:00,0,573.892348,1922,6839
2006-Mar-22 03:00:00,0,498.9696196,1923,6838
2006-Mar-22 04:00:00,0,527.0039543,1924,6837
2006-Mar-22 05:00:00,0,477.0704058,1925,6836
2006-Mar-22 06:00:00,189.0499097,502.6765211,1926,6835
2006-Mar-22 07:00:00,236.8958181,500.1208609,1927,6834
2006-Mar-22 08:00:00,106.6112777,677.6170392,1928,6833
2006-Mar-22 09:00:00,57.46860676,899.4729636,1929,6832
2006-Mar-22 10:00:00,49.37903458,968.3330041,1930,6831
2006-Mar-22 11:00:00,51.22351334,1135.386994,1931,6830
2006-Mar-22 12:00:00,59.5362478,1102.249005,1932,6829
2006-Mar-22 13:00:00,73.05230853,1266.867428,1933,6828
2006-Mar-22 14:00:00,79.536525,1277.934205,1934,6827
2006-Mar-22 15:00:00,71.22787474,1524.985001,1935,6826
2006-Mar-22 16:00:00,80.17579688,1308.559771,1936,6825
2006-Mar-22 17:00:00,120.1668414,1018.945839,1937,6824
2006-Mar-22 18:00:00,455.5602235,921.587414,1938,6823
2006-Mar-22 19:00:00,430.5335277,815.606784,1939,6822
2006-Mar-22 20:00:00,503.5602253,797.1104776,1940,6821
2006-Mar-22 21:00:00,501.6709345,827.7267901,1941,6820
2006-Mar-22 22:00:00,4.845083024,732.258954,1942,6819
2006-Mar-22 23:00:00,4.845080575,501.1770361,1943,6818
2006-Mar-23 00:00:00,0,830.5655159,1944,6817
2006-Mar-23 01:00:00,0,525.9891608,1945,6816
2006-Mar-23 02:00:00,0,852.5582239,1946,6815
2006-Mar-23 03:00:00,0,498.995927,1947,6814
2006-Mar-23 04:00:00,10.95070161,816.8534961,1948,6813
2006-Mar-23 05:00:00,197.4167693,476.9624458,1949,6812
2006-Mar-23 06:00:00,242.2133656,994.3718923,1950,6811
2006-Mar-23 07:00:00,270.489727,996.0556777,1951,6810
2006-Mar-23 08:00:00,172.4113608,1141.093408,1952,6809
2006-Mar-23 09:00:00,133.3434092,1240.038152,1953,6808
2006-Mar-23 10:00:00,62.08915856,1323.202841,1954,6807
2006-Mar-23 11:00:00,66.12735353,1445.403465,1955,6806
2006-Mar-23 12:00:00,69.06640369,1434.86619,1956,6805
2006-Mar-23 13:00:00,65.83206122,1531.543532,1957,6804
2006-Mar-23 14:00:00,49.8171002,1589.38062,1958,6803
2006-Mar-23 15:00:00,50.33276877,1622.598986,1959,6802
2006-Mar-23 16:00:00,63.01494502,1621.254275,1960,6801
2006-Mar-23 17:00:00,98.04175688,1379.618976,1961,6800
2006-Mar-23 18:00:00,178.1201234,1160.007067,1962,6799
2006-Mar-23 19:00:00,256.0857724,1096.970662,1963,6798
2006-Mar-23 20:00:00,210.0493404,1063.948976,1964,6797
2006-Mar-23 21:00:00,486.2587818,1080.082874,1965,6796
2006-Mar-23 22:00:00,4.843014007,877.0189604,1966,6795
2006-Mar-23 23:00:00,4.840831175,537.529514,1967,6794
2006-Mar-24 00:00:00,0,980.9481466,1968,6793
2006-Mar-24 01:00:00,0,510.8638263,1969,6792
2006-Mar-24 02:00:00,0,971.3633683,1970,6791
2006-Mar-24 03:00:00,0,538.1604837,1971,6790
2006-Mar-24 04:00:00,2.362328831,962.6678375,1972,6789
2006-Mar-24 05:00:00,146.7158362,477.3608891,1973,6788
2006-Mar-24 06:00:00,223.7681835,1040.1466,1974,6787
2006-Mar-24 07:00:00,168.9358034,1143.462761,1975,6786
2006-Mar-24 08:00:00,148.9310436,1308.917392,1976,6785
2006-Mar-24 09:00:00,61.46307443,1383.164017,1977,6784
2006-Mar-24 10:00:00,50.84999789,1487.377117,1978,6783
2006-Mar-24 11:00:00,51.77078339,1635.603309,1979,6782
2006-Mar-24 12:00:00,57.84895737,1632.744971,1980,6781
2006-Mar-24 13:00:00,54.52391879,1733.232779,1981,6780
2006-Mar-24 14:00:00,35.80232722,1757.959581,1982,6779
2006-Mar-24 15:00:00,34.7427315,1746.813193,1983,6778
2006-Mar-24 16:00:00,45.05352716,1779.456297,1984,6777
2006-Mar-24 17:00:00,27.33208772,1391.720478,1985,6776
2006-Mar-24 18:00:00,38.10241816,1232.082365,1986,6775
2006-Mar-24 19:00:00,75.12689896,1196.074294,1987,6774
2006-Mar-24 20:00:00,109.0489798,1157.626713,1988,6773
2006-Mar-24 21:00:00,165.5352002,1159.198654,1989,6772
2006-Mar-24 22:00:00,4.841390706,900.9181424,1990,6771
2006-Mar-24 23:00:00,4.837509916,557.8135629,1991,6770
2006-Mar-25 00:00:00,0,1026.430146,1992,6769
2006-Mar-25 01:00:00,0,535.0341917,1993,6768
2006-Mar-25 02:00:00,0,1020.973206,1994,6767
2006-Mar-25 03:00:00,0,501.5404088,1995,6766
2006-Mar-25 04:00:00,8.201258784,1037.963879,1996,6765
2006-Mar-25 05:00:00,204.026258,477.4665942,1997,6764
2006-Mar-25 06:00:00,238.515688,1057.689305,1998,6763
2006-Mar-25 07:00:00,409.2623324,1152.935104,1999,6762
2006-Mar-25 08:00:00,335.4501624,1172.130154,2000,6761
2006-Mar-25 09:00:00,267.9576741,1182.309714,2001,6760
2006-Mar-25 10:00:00,383.7478075,1274.234671,2002,6759
2006-Mar-25 11:00:00,296.1678396,1290.961967,2003,6758
2006-Mar-25 12:00:00,134.7001697,1338.992766,2004,6757
2006-Mar-25 13:00:00,71.40320979,1379.321292,2005,6756
2006-Mar-25 14:00:00,115.9277032,1244.492586,2006,6755
2006-Mar-25 15:00:00,127.4978869,1238.675978,2007,6754
2006-Mar-25 16:00:00,154.7092036,1389.659168,2008,6753
2006-Mar-25 17:00:00,278.9704471,1348.870284,2009,6752
2006-Mar-25 18:00:00,6.772667659,1095.461225,2010,6751
2006-Mar-25 19:00:00,6.762995036,508.5987453,2011,6750
2006-Mar-25 20:00:00,6.77036312,1014.649166,2012,6749
2006-Mar-25 21:00:00,8.697021324,506.2606574,2013,6748
2006-Mar-25 22:00:00,4.836417893,996.6162926,2014,6747
2006-Mar-25 23:00:00,4.835227605,502.5124205,2015,6746
2006-Mar-26 00:00:00,0,813.9170102,2016,6745
2006-Mar-26 01:00:00,0,500.9582037,2017,6744
2006-Mar-26 02:00:00,0,849.4983979,2018,6743
2006-Mar-26 03:00:00,0,500.0609686,2019,6742
2006-Mar-26 04:00:00,0,778.7250748,2020,6741
2006-Mar-26 05:00:00,0,499.5576292,2021,6740
2006-Mar-26 06:00:00,6.74888472,741.0760647,2022,6739
2006-Mar-26 07:00:00,3.871071768,477.2602194,2023,6738
2006-Mar-26 08:00:00,3.856088478,847.4512104,2024,6737
2006-Mar-26 09:00:00,3.868295815,502.308702,2025,6736
2006-Mar-26 10:00:00,3.859548665,977.3234833,2026,6735
2006-Mar-26 11:00:00,5.797908876,502.226712,2027,6734
2006-Mar-26 12:00:00,5.794819888,1313.697508,2028,6733
2006-Mar-26 13:00:00,8.689443937,504.7919546,2029,6732
2006-Mar-26 14:00:00,5.789217826,1418.905758,2030,6731
2006-Mar-26 15:00:00,3.867998939,508.7945173,2031,6730
2006-Mar-26 16:00:00,3.851771216,1556.934901,2032,6729
2006-Mar-26 17:00:00,3.873670998,509.5537473,2033,6728
2006-Mar-26 18:00:00,3.854217582,1202.668597,2034,6727
2006-Mar-26 19:00:00,3.870057412,509.588427,2035,6726
2006-Mar-26 20:00:00,3.856629563,1030.27114,2036,6725
2006-Mar-26 21:00:00,6.762664851,508.3577101,2037,6724
2006-Mar-26 22:00:00,3.861061789,1001.592399,2038,6723
2006-Mar-26 23:00:00,3.861013363,504.1260375,2039,6722
2006-Mar-27 00:00:00,0,878.9951688,2040,6721
2006-Mar-27 01:00:00,0,501.9917007,2041,6720
2006-Mar-27 02:00:00,0,788.4852374,2042,6719
2006-Mar-27 03:00:00,0,501.0349616,2043,6718
2006-Mar-27 04:00:00,8.127725735,588.5243673,2044,6717
2006-Mar-27 05:00:00,136.3946044,477.1860845,2045,6716
2006-Mar-27 06:00:00,262.0062084,633.6916515,2046,6715
2006-Mar-27 07:00:00,223.4389849,630.6506272,2047,6714
2006-Mar-27 08:00:00,223.8586632,761.4029619,2048,6713
2006-Mar-27 09:00:00,67.47628437,939.1698762,2049,6712
2006-Mar-27 10:00:00,54.92069612,1232.686916,2050,6711
2006-Mar-27 11:00:00,53.97245005,1371.188553,2051,6710
2006-Mar-27 12:00:00,59.58628438,1388.622442,2052,6709
2006-Mar-27 13:00:00,56.29140926,1514.542151,2053,6708
2006-Mar-27 14:00:00,36.19421811,1567.637985,2054,6707
2006-Mar-27 15:00:00,33.69856073,1590.213322,2055,6706
2006-Mar-27 16:00:00,43.61565542,1651.751186,2056,6705
2006-Mar-27 17:00:00,26.27478623,1377.660093,2057,6704
2006-Mar-27 18:00:00,24.18401153,1203.717089,2058,6703
2006-Mar-27 19:00:00,87.76643658,1044.114939,2059,6702
2006-Mar-27 20:00:00,163.0676958,1021.370982,2060,6701
2006-Mar-27 21:00:00,244.8740212,1060.991572,2061,6700
2006-Mar-27 22:00:00,4.82651367,925.9159254,2062,6699
2006-Mar-27 23:00:00,4.823998988,505.2603,2063,6698
2006-Mar-28 00:00:00,0,1022.765599,2064,6697
2006-Mar-28 01:00:00,0,504.1619559,2065,6696
2006-Mar-28 02:00:00,0,997.0945922,2066,6695
2006-Mar-28 03:00:00,0,502.7090403,2067,6694
2006-Mar-28 04:00:00,0,996.6790607,2068,6693
2006-Mar-28 05:00:00,76.7226869,478.0786556,2069,6692
2006-Mar-28 06:00:00,189.6116469,1049.628484,2070,6691
2006-Mar-28 07:00:00,138.587884,1099.237701,2071,6690
2006-Mar-28 08:00:00,137.8842134,1285.321853,2072,6689
2006-Mar-28 09:00:00,61.40621352,1392.808096,2073,6688
2006-Mar-28 10:00:00,49.70643322,1491.5124,2074,6687
2006-Mar-28 11:00:00,54.33254865,1624.882995,2075,6686
2006-Mar-28 12:00:00,60.08154045,1526.393394,2076,6685
2006-Mar-28 13:00:00,55.28773372,1706.433423,2077,6684
2006-Mar-28 14:00:00,33.92263937,1798.757084,2078,6683
2006-Mar-28 15:00:00,31.82989884,1865.367321,2079,6682
2006-Mar-28 16:00:00,42.39722391,1820.995093,2080,6681
2006-Mar-28 17:00:00,25.05802199,1477.491672,2081,6680
2006-Mar-28 18:00:00,20.55059027,1226.398842,2082,6679
2006-Mar-28 19:00:00,17.09792641,1205.854241,2083,6678
2006-Mar-28 20:00:00,103.2921316,1182.44646,2084,6677
2006-Mar-28 21:00:00,68.72708624,1169.050915,2085,6676
2006-Mar-28 22:00:00,4.82059262,958.1221835,2086,6675
2006-Mar-28 23:00:00,4.818512241,505.1491491,2087,6674
2006-Mar-29 00:00:00,0,1075.186646,2088,6673
2006-Mar-29 01:00:00,0,504.5145732,2089,6672
2006-Mar-29 02:00:00,0,1063.464341,2090,6671
2006-Mar-29 03:00:00,0,503.1937615,2091,6670
2006-Mar-29 04:00:00,0,1039.549695,2092,6669
2006-Mar-29 05:00:00,0,478.3730736,2093,6668
2006-Mar-29 06:00:00,102.7256251,1088.027544,2094,6667
2006-Mar-29 07:00:00,85.15020366,1145.432624,2095,6666
2006-Mar-29 08:00:00,56.47074051,1359.624749,2096,6665
2006-Mar-29 09:00:00,43.24405511,1471.2408,2097,6664
2006-Mar-29 10:00:00,40.14601973,1567.403785,2098,6663
2006-Mar-29 11:00:00,45.56031328,1743.675302,2099,6662
2006-Mar-29 12:00:00,54.89685815,1753.414673,2100,6661
2006-Mar-29 13:00:00,51.98900387,1701.498645,2101,6660
2006-Mar-29 14:00:00,32.73662259,1715.034688,2102,6659
2006-Mar-29 15:00:00,31.77606448,688.9589706,2103,6658
2006-Mar-29 16:00:00,42.34627273,513.4113801,2104,6657
2006-Mar-29 17:00:00,25.02622834,510.1616886,2105,6656
2006-Mar-29 18:00:00,20.25754452,508.8135113,2106,6655
2006-Mar-29 19:00:00,15.25204288,506.4221893,2107,6654
2006-Mar-29 20:00:00,21.79843466,504.5112715,2108,6653
2006-Mar-29 21:00:00,77.75514736,503.0700744,2109,6652
2006-Mar-29 22:00:00,4.815829663,501.5499219,2110,6651
2006-Mar-29 23:00:00,4.812887348,500.2763488,2111,6650
2006-Mar-30 00:00:00,0,500.2579783,2112,6649
2006-Mar-30 01:00:00,0,499.0932187,2113,6648
2006-Mar-30 02:00:00,0,499.102641,2114,6647
2006-Mar-30 03:00:00,0,497.9932718,2115,6646
2006-Mar-30 04:00:00,0,497.661834,2116,6645
2006-Mar-30 05:00:00,0,475.6089991,2117,6644
2006-Mar-30 06:00:00,90.43484154,501.7180604,2118,6643
2006-Mar-30 07:00:00,126.8328841,499.323438,2119,6642
2006-Mar-30 08:00:00,78.97569963,500.3245588,2120,6641
2006-Mar-30 09:00:00,47.02149692,501.7250548,2121,6640
2006-Mar-30 10:00:00,42.31586301,502.9897933,2122,6639
2006-Mar-30 11:00:00,49.08439048,503.7717766,2123,6638
2006-Mar-30 12:00:00,57.46467635,504.3122039,2124,6637
2006-Mar-30 13:00:00,54.02099125,504.6643151,2125,6636
2006-Mar-30 14:00:00,34.61162791,505.1344703,2126,6635
2006-Mar-30 15:00:00,33.00123493,505.6383704,2127,6634
2006-Mar-30 16:00:00,42.75612793,505.8961114,2128,6633
2006-Mar-30 17:00:00,25.58003401,504.4742246,2129,6632
2006-Mar-30 18:00:00,21.74974145,502.7991299,2130,6631
2006-Mar-30 19:00:00,17.29551075,501.8811395,2131,6630
2006-Mar-30 20:00:00,114.9008288,500.7001766,2132,6629
2006-Mar-30 21:00:00,86.78475215,580.4567494,2133,6628
2006-Mar-30 22:00:00,4.809606885,537.9138538,2134,6627
2006-Mar-30 23:00:00,4.806357603,497.1196152,2135,6626
2006-Mar-31 00:00:00,0,619.094912,2136,6625
2006-Mar-31 01:00:00,0,496.2051337,2137,6624
2006-Mar-31 02:00:00,0,576.0760282,2138,6623
2006-Mar-31 03:00:00,0,495.087234,2139,6622
2006-Mar-31 04:00:00,0,647.8528315,2140,6621
2006-Mar-31 05:00:00,0,474.0045997,2141,6620
2006-Mar-31 06:00:00,113.8123717,954.1531109,2142,6619
2006-Mar-31 07:00:00,84.41468577,991.6315035,2143,6618
2006-Mar-31 08:00:00,64.26934303,1060.843243,2144,6617
2006-Mar-31 09:00:00,43.64190933,1222.228724,2145,6616
2006-Mar-31 10:00:00,40.6159752,1281.079398,2146,6615
2006-Mar-31 11:00:00,46.28514714,1371.347103,2147,6614
2006-Mar-31 12:00:00,54.75497832,1327.899887,2148,6613
2006-Mar-31 13:00:00,51.85547178,1523.869962,2149,6612
2006-Mar-31 14:00:00,32.65638252,1459.873652,2150,6611
2006-Mar-31 15:00:00,31.69414153,1436.694621,2151,6610
2006-Mar-31 16:00:00,42.2374451,1452.374274,2152,6609
2006-Mar-31 17:00:00,24.96341617,1156.26264,2153,6608
2006-Mar-31 18:00:00,20.16186823,1061.89847,2154,6607
2006-Mar-31 19:00:00,15.20023929,1060.376665,2155,6606
2006-Mar-31 20:00:00,46.48170249,1037.748046,2156,6605
2006-Mar-31 21:00:00,126.2024965,1003.223427,2157,6604
2006-Mar-31 22:00:00,4.802825117,842.6373037,2158,6603
2006-Mar-31 23:00:00,4.799745139,499.1220423,2159,6602
2006-Apr-01 00:00:00,0,958.989873,2160,6601
2006-Apr-01 01:00:00,0,499.0513696,2161,6600
2006-Apr-01 02:00:00,0,854.5260034,2162,6599
2006-Apr-01 03:00:00,0,497.779929,2163,6598
2006-Apr-01 04:00:00,0,767.933474,2164,6597
2006-Apr-01 05:00:00,163.4058862,476.9708891,2165,6596
2006-Apr-01 06:00:00,184.5495985,980.1024424,2166,6595
2006-Apr-01 07:00:00,242.7919507,1005.379087,2167,6594
2006-Apr-01 08:00:00,159.3777028,1023.809338,2168,6593
2006-Apr-01 09:00:00,182.8806575,1047.572717,2169,6592
2006-Apr-01 10:00:00,93.99369842,1084.441929,2170,6591
2006-Apr-01 11:00:00,48.38716417,1090.89194,2171,6590
2006-Apr-01 12:00:00,134.9202218,1111.249275,2172,6589
2006-Apr-01 13:00:00,34.20595939,1107.146119,2173,6588
2006-Apr-01 14:00:00,22.14511822,1157.005569,2174,6587
2006-Apr-01 15:00:00,18.75949356,1141.529275,2175,6586
2006-Apr-01 16:00:00,19.45256185,1149.593396,2176,6585
2006-Apr-01 17:00:00,79.62136494,1127.122173,2177,6584
2006-Apr-01 18:00:00,6.700636893,839.1361829,2178,6583
2006-Apr-01 19:00:00,6.71784692,500.1887727,2179,6582
2006-Apr-01 20:00:00,6.701068389,564.7740559,2180,6581
2006-Apr-01 21:00:00,8.623987244,752.0630581,2181,6580
2006-Apr-01 22:00:00,4.795864274,593.3291174,2182,6579
2006-Apr-01 23:00:00,4.792764308,499.6703493,2183,6578
2006-Apr-02 00:00:00,0,794.3885862,2184,6577
2006-Apr-02 01:00:00,0,499.1263466,2185,6576
2006-Apr-02 02:00:00,0,559.3962365,2186,6575
2006-Apr-02 03:00:00,0,686.1039224,2187,6574
2006-Apr-02 04:00:00,0,558.4872127,2188,6573
2006-Apr-02 05:00:00,0,498.6443961,2189,6572
2006-Apr-02 06:00:00,6.692727012,808.7022155,2190,6571
2006-Apr-02 07:00:00,3.833915805,476.0647949,2191,6570
2006-Apr-02 08:00:00,3.824330509,599.3227782,2192,6569
2006-Apr-02 09:00:00,3.829604175,826.0163297,2193,6568
2006-Apr-02 10:00:00,3.829029399,618.4704672,2194,6567
2006-Apr-02 11:00:00,5.744365964,1010.030622,2195,6566
2006-Apr-02 12:00:00,5.742560107,669.2913112,2196,6565
2006-Apr-02 13:00:00,8.611988218,1054.438215,2197,6564
2006-Apr-02 14:00:00,5.73790805,676.7626765,2198,6563
2006-Apr-02 15:00:00,3.833535361,1095.66167,2199,6562
2006-Apr-02 16:00:00,3.81812732,672.1612135,2200,6561
2006-Apr-02 17:00:00,3.838505251,1023.421793,2201,6560
2006-Apr-02 18:00:00,3.818102536,645.6330342,2202,6559
2006-Apr-02 19:00:00,3.83458383,889.1507793,2203,6558
2006-Apr-02 20:00:00,3.818776181,615.9391692,2204,6557
2006-Apr-02 21:00:00,6.704337115,738.7762439,2205,6556
2006-Apr-02 22:00:00,3.821691264,536.7489946,2206,6555
2006-Apr-02 23:00:00,3.829738761,501.5146276,2207,6554
2006-Apr-03 00:00:00,0,588.6730543,2208,6553
2006-Apr-03 01:00:00,0,500.8682738,2209,6552
2006-Apr-03 02:00:00,0,532.0568894,2210,6551
2006-Apr-03 03:00:00,0,499.1027576,2211,6550
2006-Apr-03 04:00:00,5.439629472,498.8772162,2212,6549
2006-Apr-03 05:00:00,0,478.4378282,2213,6548
2006-Apr-03 06:00:00,193.5958149,503.6188506,2214,6547
2006-Apr-03 07:00:00,256.4149475,501.3383375,2215,6546
2006-Apr-03 08:00:00,65.27417089,552.1162242,2216,6545
2006-Apr-03 09:00:00,39.46029715,688.6559517,2217,6544
2006-Apr-03 10:00:00,42.2984362,828.2764931,2218,6543
2006-Apr-03 11:00:00,50.83048813,995.9820984,2219,6542
2006-Apr-03 12:00:00,58.06220695,1026.441742,2220,6541
2006-Apr-03 13:00:00,55.76225504,1211.44398,2221,6540
2006-Apr-03 14:00:00,37.83346437,1348.473164,2222,6539
2006-Apr-03 15:00:00,34.47956864,1407.701573,2223,6538
2006-Apr-03 16:00:00,45.0309361,1519.313595,2224,6537
2006-Apr-03 17:00:00,29.82368656,1178.230116,2225,6536
2006-Apr-03 18:00:00,67.84701761,965.907593,2226,6535
2006-Apr-03 19:00:00,193.3139186,704.5201287,2227,6534
2006-Apr-03 20:00:00,187.7981172,656.8647666,2228,6533
2006-Apr-03 21:00:00,172.2473315,635.1992108,2229,6532
2006-Apr-03 22:00:00,4.782778399,578.9872976,2230,6531
2006-Apr-03 23:00:00,4.780011188,504.1930149,2231,6530
2006-Apr-04 00:00:00,0,502.5273661,2232,6529
2006-Apr-04 01:00:00,0,500.6961678,2233,6528
2006-Apr-04 02:00:00,0,500.5312926,2234,6527
2006-Apr-04 03:00:00,0,499.2572282,2235,6526
2006-Apr-04 04:00:00,5.637628457,499.2271722,2236,6525
2006-Apr-04 05:00:00,137.9920993,477.2528041,2237,6524
2006-Apr-04 06:00:00,213.9088311,526.2986946,2238,6523
2006-Apr-04 07:00:00,155.9556823,523.6149052,2239,6522
2006-Apr-04 08:00:00,185.6377224,637.1444211,2240,6521
2006-Apr-04 09:00:00,71.64149374,887.5046187,2241,6520
2006-Apr-04 10:00:00,66.22986992,1126.388298,2242,6519
2006-Apr-04 11:00:00,65.52318048,1314.196571,2243,6518
2006-Apr-04 12:00:00,72.46138904,1322.357072,2244,6517
2006-Apr-04 13:00:00,76.56863238,1517.173279,2245,6516
2006-Apr-04 14:00:00,56.79364112,1641.77489,2246,6515
2006-Apr-04 15:00:00,55.57142671,1630.341841,2247,6514
2006-Apr-04 16:00:00,66.34164496,1652.690821,2248,6513
2006-Apr-04 17:00:00,118.8438989,1344.520713,2249,6512
2006-Apr-04 18:00:00,119.7566099,1131.239404,2250,6511
2006-Apr-04 19:00:00,249.4786459,998.0348258,2251,6510
2006-Apr-04 20:00:00,308.6629996,930.3373019,2252,6509
2006-Apr-04 21:00:00,233.110068,911.4492888,2253,6508
2006-Apr-04 22:00:00,4.771315291,702.7813319,2254,6507
2006-Apr-04 23:00:00,4.768576925,521.5740443,2255,6506
2006-Apr-05 00:00:00,0,746.3497047,2256,6505
2006-Apr-05 01:00:00,0,513.4822323,2257,6504
2006-Apr-05 02:00:00,0,703.3160371,2258,6503
2006-Apr-05 03:00:00,0,500.4776596,2259,6502
2006-Apr-05 04:00:00,8.048880078,667.7213717,2260,6501
2006-Apr-05 05:00:00,0,476.666866,2261,6500
2006-Apr-05 06:00:00,249.8320791,765.4128922,2262,6499
2006-Apr-05 07:00:00,255.2341487,819.2862678,2263,6498
2006-Apr-05 08:00:00,106.8243158,1228.089909,2264,6497
2006-Apr-05 09:00:00,60.71768374,1400.966218,2265,6496
2006-Apr-05 10:00:00,57.27781089,1584.887926,2266,6495
2006-Apr-05 11:00:00,60.5923013,1694.007723,2267,6494
2006-Apr-05 12:00:00,68.39595254,1603.143904,2268,6493
2006-Apr-05 13:00:00,68.13599132,1728.544257,2269,6492
2006-Apr-05 14:00:00,46.84839561,1819.590012,2270,6491
2006-Apr-05 15:00:00,46.32453462,1879.375393,2271,6490
2006-Apr-05 16:00:00,59.13155961,1928.82399,2272,6489
2006-Apr-05 17:00:00,69.40123135,1478.585906,2273,6488
2006-Apr-05 18:00:00,91.78967105,1217.864669,2274,6487
2006-Apr-05 19:00:00,191.1192201,1082.291632,2275,6486
2006-Apr-05 20:00:00,154.2025256,1077.275052,2276,6485
2006-Apr-05 21:00:00,150.3356568,1072.866711,2277,6484
2006-Apr-05 22:00:00,4.770659068,912.0568536,2278,6483
2006-Apr-05 23:00:00,4.768705687,504.7970111,2279,6482
2006-Apr-06 00:00:00,0,1042.21126,2280,6481
2006-Apr-06 01:00:00,0,503.7398076,2281,6480
2006-Apr-06 02:00:00,0,1026.873031,2282,6479
2006-Apr-06 03:00:00,0,502.3288391,2283,6478
2006-Apr-06 04:00:00,3.108588057,984.1468371,2284,6477
2006-Apr-06 05:00:00,52.10694438,477.2115015,2285,6476
2006-Apr-06 06:00:00,221.9085005,1012.108964,2286,6475
2006-Apr-06 07:00:00,351.7887046,943.3029106,2287,6474
2006-Apr-06 08:00:00,133.7520307,1175.012263,2288,6473
2006-Apr-06 09:00:00,104.2605075,910.3573803,2289,6472
2006-Apr-06 10:00:00,90.65221855,613.2163734,2290,6471
2006-Apr-06 11:00:00,72.45511095,575.9484003,2291,6470
2006-Apr-06 12:00:00,75.14781534,604.7619466,2292,6469
2006-Apr-06 13:00:00,73.61139686,621.2223465,2293,6468
2006-Apr-06 14:00:00,54.54074392,623.1492911,2294,6467
2006-Apr-06 15:00:00,48.08063085,657.3966471,2295,6466
2006-Apr-06 16:00:00,58.4206705,624.4055121,2296,6465
2006-Apr-06 17:00:00,97.07088623,561.1592792,2297,6464
2006-Apr-06 18:00:00,141.8781831,531.9375664,2298,6463
2006-Apr-06 19:00:00,215.7035715,529.5705857,2299,6462
2006-Apr-06 20:00:00,249.3648787,504.615058,2300,6461
2006-Apr-06 21:00:00,445.5449616,502.8290407,2301,6460
2006-Apr-06 22:00:00,4.75619903,501.3951092,2302,6459
2006-Apr-06 23:00:00,4.753581732,500.0685089,2303,6458
2006-Apr-07 00:00:00,0,500.2595762,2304,6457
2006-Apr-07 01:00:00,0,498.9507402,2305,6456
2006-Apr-07 02:00:00,0,498.5748243,2306,6455
