Datetime,Heating Demand (W),Cooling Demand (W),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Feb-09 22:00:00,35255.77833,-960174.0245,958,7803
2006-Feb-09 23:00:00,8762.550374,-729520.5045,959,7802
2006-Feb-10 00:00:00,8741.722078,-693467.6661,960,7801
2006-Feb-10 01:00:00,5000,-742149.103,961,7800
2006-Feb-10 02:00:00,5000,-667795.7352,962,7799
2006-Feb-10 03:00:00,5000,-767908.3309,963,7798
2006-Feb-10 04:00:00,5000,-612984.909,964,7797
2006-Feb-10 05:00:00,5000,-656389.6487,965,7796
2006-Feb-10 06:00:00,5000,-479904.0473,966,7795
2006-Feb-10 07:00:00,49928.98529,-701146.6449,967,7794
2006-Feb-10 08:00:00,43875.77778,-677213.7212,968,7793
2006-Feb-10 09:00:00,31259.94291,-841667.826,969,7792
2006-Feb-10 10:00:00,33497.15125,-1057559.194,970,7791
2006-Feb-10 11:00:00,34284.85349,-1500775.059,971,7790
2006-Feb-10 12:00:00,40263.25594,-1606049.339,972,7789
2006-Feb-10 13:00:00,47767.55637,-1422808.508,973,7788
2006-Feb-10 14:00:00,45546.84304,-1557321.984,974,7787
2006-Feb-10 15:00:00,30510.13291,-1660851.315,975,7786
2006-Feb-10 16:00:00,29762.23884,-1628015.979,976,7785
2006-Feb-10 17:00:00,38017.84196,-1366767.79,977,7784
2006-Feb-10 18:00:00,24507.61789,-775517.383,978,7783
2006-Feb-10 19:00:00,27210.35583,-521115.3255,979,7782
2006-Feb-10 20:00:00,54066.69554,-506646.1267,980,7781
2006-Feb-10 21:00:00,194339.9558,-503338.7363,981,7780
2006-Feb-10 22:00:00,309853.4718,-502131.1659,982,7779
2006-Feb-10 23:00:00,8757.725036,-500880.4835,983,7778
2006-Feb-11 00:00:00,8739.485988,-498296.2376,984,7777
2006-Feb-11 01:00:00,5000,-496190.6318,985,7776
2006-Feb-11 02:00:00,5000,-494950.8122,986,7775
2006-Feb-11 03:00:00,7650.439246,-493068.7663,987,7774
2006-Feb-11 04:00:00,14659.29825,-492082.4863,988,7773
2006-Feb-11 05:00:00,309637.9932,-491251.1748,989,7772
2006-Feb-11 06:00:00,453472.9855,-491256.463,990,7771
2006-Feb-11 07:00:00,568416.0827,-492558.9021,991,7770
2006-Feb-11 08:00:00,467959.0019,-500839.6164,992,7769
2006-Feb-11 09:00:00,276964.523,-551888.8275,993,7768
2006-Feb-11 10:00:00,293594.8269,-549882.9525,994,7767
2006-Feb-11 11:00:00,479301.9742,-504647.3865,995,7766
2006-Feb-11 12:00:00,261449.1315,-577832.0323,996,7765
2006-Feb-11 13:00:00,184186.6243,-550139.2969,997,7764
2006-Feb-11 14:00:00,168767.113,-508861.0357,998,7763
2006-Feb-11 15:00:00,117745.5579,-499451.712,999,7762
2006-Feb-11 16:00:00,137884.3538,-563791.0188,1000,7761
2006-Feb-11 17:00:00,215146.6307,-525220.4468,1001,7760
2006-Feb-11 18:00:00,133577.6195,-558929.5551,1002,7759
2006-Feb-11 19:00:00,10245.9103,-504723.8093,1003,7758
2006-Feb-11 20:00:00,10245.466,-499431.6057,1004,7757
2006-Feb-11 21:00:00,10245.26982,-496601.7559,1005,7756
2006-Feb-11 22:00:00,13061.11675,-494928.8913,1006,7755
2006-Feb-11 23:00:00,9332.414911,-493856.7529,1007,7754
2006-Feb-12 00:00:00,11287.26279,-493231.6383,1008,7753
2006-Feb-12 01:00:00,9135.857169,-492226.9092,1009,7752
2006-Feb-12 02:00:00,10393.45227,-491134.3069,1010,7751
2006-Feb-12 03:00:00,13468.8916,-490155.0655,1011,7750
2006-Feb-12 04:00:00,18595.46397,-489011.344,1012,7749
2006-Feb-12 05:00:00,43321.67053,-487408.8428,1013,7748
2006-Feb-12 06:00:00,44386.96404,-485513.8779,1014,7747
2006-Feb-12 07:00:00,80008.84882,-483824.062,1015,7746
2006-Feb-12 08:00:00,50229.67302,-482283.4178,1016,7745
2006-Feb-12 09:00:00,14316.83859,-481930.2091,1017,7744
2006-Feb-12 10:00:00,11596.07088,-483381.2052,1018,7743
2006-Feb-12 11:00:00,9475.836243,-484895.8407,1019,7742
2006-Feb-12 12:00:00,9496.693366,-486591.0985,1020,7741
2006-Feb-12 13:00:00,9490.724421,-488008.3338,1021,7740
2006-Feb-12 14:00:00,11736.5018,-488441.3343,1022,7739
2006-Feb-12 15:00:00,9499.768554,-490985.6584,1023,7738
2006-Feb-12 16:00:00,7988.983149,-493248.3073,1024,7737
2006-Feb-12 17:00:00,7990.48741,-493915.6525,1025,7736
2006-Feb-12 18:00:00,8003.819762,-493412.4494,1026,7735
2006-Feb-12 19:00:00,11650.7808,-491422.6824,1027,7734
2006-Feb-12 20:00:00,12006.13901,-489188.5033,1028,7733
2006-Feb-12 21:00:00,14693.5495,-487514.9599,1029,7732
2006-Feb-12 22:00:00,16699.11972,-486233.5493,1030,7731
2006-Feb-12 23:00:00,17132.01977,-485325.921,1031,7730
2006-Feb-13 00:00:00,16205.48257,-484600.6711,1032,7729
2006-Feb-13 01:00:00,15983.55953,-483988.4665,1033,7728
2006-Feb-13 02:00:00,14364.14893,-483535.4112,1034,7727
2006-Feb-13 03:00:00,17503.60215,-482912.8473,1035,7726
2006-Feb-13 04:00:00,14823.53851,-482476.4164,1036,7725
2006-Feb-13 05:00:00,221674.2966,-482155.164,1037,7724
2006-Feb-13 06:00:00,11946.09409,-455785.3724,1038,7723
2006-Feb-13 07:00:00,646046.9149,-487778.0971,1039,7722
2006-Feb-13 08:00:00,694701.9039,-487332.0199,1040,7721
2006-Feb-13 09:00:00,340883.156,-509015.313,1041,7720
2006-Feb-13 10:00:00,265089.989,-494406.6989,1042,7719
2006-Feb-13 11:00:00,245520.4749,-501885.3573,1043,7718
2006-Feb-13 12:00:00,77875.08434,-497399.4926,1044,7717
2006-Feb-13 13:00:00,93073.82055,-498382.7562,1045,7716
2006-Feb-13 14:00:00,65150.8934,-499602.3131,1046,7715
2006-Feb-13 15:00:00,40792.2851,-527284.0447,1047,7714
2006-Feb-13 16:00:00,40735.88989,-536443.6878,1048,7713
2006-Feb-13 17:00:00,53500.39243,-512867.0972,1049,7712
2006-Feb-13 18:00:00,95126.20463,-501589.1819,1050,7711
2006-Feb-13 19:00:00,187744.5451,-498808.1965,1051,7710
2006-Feb-13 20:00:00,303953.4286,-500828.2073,1052,7709
2006-Feb-13 21:00:00,222216.3698,-543116.4041,1053,7708
2006-Feb-13 22:00:00,257737.2153,-495849.0924,1054,7707
2006-Feb-13 23:00:00,8739.298716,-495600.6692,1055,7706
2006-Feb-14 00:00:00,8742.474291,-494736.3103,1056,7705
2006-Feb-14 01:00:00,5000,-493953.59,1057,7704
2006-Feb-14 02:00:00,5000,-493298.1858,1058,7703
2006-Feb-14 03:00:00,5000,-492565.4368,1059,7702
2006-Feb-14 04:00:00,5000,-491836.1678,1060,7701
2006-Feb-14 05:00:00,22326.57007,-491179.5556,1061,7700
2006-Feb-14 06:00:00,85925.7539,-470908.015,1062,7699
2006-Feb-14 07:00:00,433018.8125,-493463.2547,1063,7698
2006-Feb-14 08:00:00,578820.1766,-493186.8997,1064,7697
2006-Feb-14 09:00:00,207587.353,-495650.0956,1065,7696
2006-Feb-14 10:00:00,74016.22498,-498191.8967,1066,7695
2006-Feb-14 11:00:00,47287.2766,-499649.0178,1067,7694
2006-Feb-14 12:00:00,43043.57228,-509110.8683,1068,7693
2006-Feb-14 13:00:00,51277.08085,-606124.319,1069,7692
2006-Feb-14 14:00:00,46616.22572,-700036.1578,1070,7691
2006-Feb-14 15:00:00,31227.7216,-750890.1454,1071,7690
2006-Feb-14 16:00:00,30336.16315,-805173.9905,1072,7689
2006-Feb-14 17:00:00,38788.44268,-764414.9013,1073,7688
2006-Feb-14 18:00:00,40346.29743,-609326.8617,1074,7687
2006-Feb-14 19:00:00,80749.89257,-513999.1133,1075,7686
2006-Feb-14 20:00:00,164885.778,-504156.6165,1076,7685
2006-Feb-14 21:00:00,229640.8346,-525870.8662,1077,7684
2006-Feb-14 22:00:00,180498.4239,-530705.7183,1078,7683
2006-Feb-14 23:00:00,8743.924241,-499137.4862,1079,7682
2006-Feb-15 00:00:00,8733.338064,-497781.8498,1080,7681
2006-Feb-15 01:00:00,5000,-496858.7942,1081,7680
2006-Feb-15 02:00:00,5000,-496364.9118,1082,7679
2006-Feb-15 03:00:00,5000,-495303.7134,1083,7678
2006-Feb-15 04:00:00,5000,-494238.5307,1084,7677
2006-Feb-15 05:00:00,19256.801,-493736.8281,1085,7676
2006-Feb-15 06:00:00,258740.0047,-493337.9534,1086,7675
2006-Feb-15 07:00:00,387699.7448,-493428.715,1087,7674
2006-Feb-15 08:00:00,372575.1867,-494483.3312,1088,7673
2006-Feb-15 09:00:00,138505.2495,-502689.0573,1089,7672
2006-Feb-15 10:00:00,49664.12483,-499398.2656,1090,7671
2006-Feb-15 11:00:00,37335.20171,-501335.8736,1091,7670
2006-Feb-15 12:00:00,41998.12813,-565675.9803,1092,7669
2006-Feb-15 13:00:00,49594.50063,-621379.1681,1093,7668
2006-Feb-15 14:00:00,45905.31453,-738250.9864,1094,7667
2006-Feb-15 15:00:00,30560.28867,-834738.8477,1095,7666
2006-Feb-15 16:00:00,29742.75887,-835308.841,1096,7665
2006-Feb-15 17:00:00,38204.79781,-870267.6973,1097,7664
2006-Feb-15 18:00:00,30458.3659,-708180.0494,1098,7663
2006-Feb-15 19:00:00,44285.04797,-614061.6607,1099,7662
2006-Feb-15 20:00:00,54048.58293,-549116.5152,1100,7661
2006-Feb-15 21:00:00,70590.15316,-522065.6576,1101,7660
2006-Feb-15 22:00:00,70174.2485,-520654.9946,1102,7659
2006-Feb-15 23:00:00,8742.359765,-506852.3895,1103,7658
2006-Feb-16 00:00:00,8729.596275,-503488.4502,1104,7657
2006-Feb-16 01:00:00,5000,-507360.6274,1105,7656
2006-Feb-16 02:00:00,5000,-509727.504,1106,7655
2006-Feb-16 03:00:00,5000,-497666.6933,1107,7654
2006-Feb-16 04:00:00,5000,-496452.662,1108,7653
2006-Feb-16 05:00:00,5000,-496401.4778,1109,7652
2006-Feb-16 06:00:00,5000,-474523.0585,1110,7651
2006-Feb-16 07:00:00,129674.6045,-500707.5197,1111,7650
2006-Feb-16 08:00:00,101614.0463,-497378.7764,1112,7649
2006-Feb-16 09:00:00,35610.60541,-520649.9139,1113,7648
2006-Feb-16 10:00:00,33365.30192,-640245.1387,1114,7647
2006-Feb-16 11:00:00,34149.22859,-788574.0672,1115,7646
2006-Feb-16 12:00:00,40107.79434,-913523.3929,1116,7645
2006-Feb-16 13:00:00,47562.38755,-962045.2957,1117,7644
2006-Feb-16 14:00:00,45366.66123,-1122180.631,1118,7643
2006-Feb-16 15:00:00,30395.81676,-1199416.44,1119,7642
2006-Feb-16 16:00:00,29646.01833,-1213863.657,1120,7641
2006-Feb-16 17:00:00,37864.56222,-1191767.869,1121,7640
2006-Feb-16 18:00:00,24418.43253,-859558.5242,1122,7639
2006-Feb-16 19:00:00,22607.85402,-701731.6044,1123,7638
2006-Feb-16 20:00:00,28312.19707,-588188.0984,1124,7637
2006-Feb-16 21:00:00,40733.14169,-531641.7446,1125,7636
2006-Feb-16 22:00:00,48162.98811,-502797.0668,1126,7635
2006-Feb-16 23:00:00,8739.586137,-499591.9975,1127,7634
2006-Feb-17 00:00:00,8726.367999,-499080.8821,1128,7633
2006-Feb-17 01:00:00,5000,-498537.5611,1129,7632
2006-Feb-17 02:00:00,5000,-498024.8026,1130,7631
2006-Feb-17 03:00:00,5000,-497802.9101,1131,7630
2006-Feb-17 04:00:00,5000,-497404.9986,1132,7629
2006-Feb-17 05:00:00,5000,-496811.5266,1133,7628
2006-Feb-17 06:00:00,5000,-474224.3034,1134,7627
2006-Feb-17 07:00:00,180641.0666,-500413.4838,1135,7626
2006-Feb-17 08:00:00,89534.91822,-663952.3133,1136,7625
2006-Feb-17 09:00:00,36303.13311,-499375.85,1137,7624
2006-Feb-17 10:00:00,33353.40916,-591203.7306,1138,7623
2006-Feb-17 11:00:00,34123.29841,-884335.397,1139,7622
2006-Feb-17 12:00:00,40077.51452,-1076149.281,1140,7621
2006-Feb-17 13:00:00,47522.43618,-1124795.754,1141,7620
2006-Feb-17 14:00:00,45330.48891,-1261770.127,1142,7619
2006-Feb-17 15:00:00,30373.22075,-1406199.841,1143,7618
2006-Feb-17 16:00:00,29622.61616,-1538050.251,1144,7617
2006-Feb-17 17:00:00,37834.43375,-1479492.102,1145,7616
2006-Feb-17 18:00:00,24399.21792,-1019892.217,1146,7615
2006-Feb-17 19:00:00,20667.95223,-798916.7565,1147,7614
2006-Feb-17 20:00:00,16675.31737,-704472.0941,1148,7613
2006-Feb-17 21:00:00,22920.53957,-656235.6279,1149,7612
2006-Feb-17 22:00:00,20302.53208,-621250.4658,1150,7611
2006-Feb-17 23:00:00,8731.468341,-540734.6994,1151,7610
2006-Feb-18 00:00:00,8727.787858,-537209.8656,1152,7609
2006-Feb-18 01:00:00,5000,-534836.9772,1153,7608
2006-Feb-18 02:00:00,5000,-527425.8563,1154,7607
2006-Feb-18 03:00:00,5000,-529402.7112,1155,7606
2006-Feb-18 04:00:00,5000,-513808.4792,1156,7605
2006-Feb-18 05:00:00,5000,-520706.7283,1157,7604
2006-Feb-18 06:00:00,5000,-479186.2568,1158,7603
2006-Feb-18 07:00:00,41350.96113,-650653.0174,1159,7602
2006-Feb-18 08:00:00,27984.44812,-584765.0929,1160,7601
2006-Feb-18 09:00:00,20050.66848,-618560.8461,1161,7600
2006-Feb-18 10:00:00,20649.3021,-753886.7141,1162,7599
2006-Feb-18 11:00:00,19153.93076,-868555.3476,1163,7598
2006-Feb-18 12:00:00,22148.28282,-951533.7612,1164,7597
2006-Feb-18 13:00:00,19904.5354,-977543.6859,1165,7596
2006-Feb-18 14:00:00,19147.84193,-984814.8606,1166,7595
2006-Feb-18 15:00:00,16169.90953,-979151.1968,1167,7594
2006-Feb-18 16:00:00,14697.92607,-955243.4386,1168,7593
2006-Feb-18 17:00:00,15419.04537,-934328.322,1169,7592
2006-Feb-18 18:00:00,10212.61048,-919282.8589,1170,7591
2006-Feb-18 19:00:00,10213.3484,-535894.1463,1171,7590
2006-Feb-18 20:00:00,10214.30923,-661940.1797,1172,7589
2006-Feb-18 21:00:00,10214.13088,-633308.1788,1173,7588
2006-Feb-18 22:00:00,11716.10103,-534788.4647,1174,7587
2006-Feb-18 23:00:00,8715.522916,-591672.7937,1175,7586
2006-Feb-19 00:00:00,8734.61662,-613718.5663,1176,7585
2006-Feb-19 01:00:00,5000,-584315.4171,1177,7584
2006-Feb-19 02:00:00,5000,-612437.2592,1178,7583
2006-Feb-19 03:00:00,5000,-683816.551,1179,7582
2006-Feb-19 04:00:00,5000,-531841.3226,1180,7581
2006-Feb-19 05:00:00,5000,-717863.6912,1181,7580
2006-Feb-19 06:00:00,5000,-531608.504,1182,7579
2006-Feb-19 07:00:00,10209.96104,-689350.0417,1183,7578
2006-Feb-19 08:00:00,7973.963554,-484684.632,1184,7577
2006-Feb-19 09:00:00,7967.029729,-737432.5247,1185,7576
2006-Feb-19 10:00:00,7984.732377,-727864.6064,1186,7575
2006-Feb-19 11:00:00,7982.189593,-708618.2072,1187,7574
2006-Feb-19 12:00:00,9459.547499,-775674.7186,1188,7573
2006-Feb-19 13:00:00,9461.546855,-910419.4438,1189,7572
2006-Feb-19 14:00:00,11708.70709,-959732.0914,1190,7571
2006-Feb-19 15:00:00,9458.683893,-1000080.323,1191,7570
2006-Feb-19 16:00:00,7983.733365,-1066592.962,1192,7569
2006-Feb-19 17:00:00,7976.723823,-887561.0648,1193,7568
2006-Feb-19 18:00:00,7971.179497,-882262.0375,1194,7567
2006-Feb-19 19:00:00,7973.418089,-743693.0169,1195,7566
2006-Feb-19 20:00:00,7985.974482,-662059.6429,1196,7565
2006-Feb-19 21:00:00,7979.362106,-547526.1801,1197,7564
2006-Feb-19 22:00:00,10210.08036,-728160.483,1198,7563
2006-Feb-19 23:00:00,7970.562036,-621134.8747,1199,7562
2006-Feb-20 00:00:00,7968.339249,-582612.6086,1200,7561
2006-Feb-20 01:00:00,5000,-687762.9227,1201,7560
2006-Feb-20 02:00:00,5000,-618512.3276,1202,7559
2006-Feb-20 03:00:00,5000,-574528.6521,1203,7558
2006-Feb-20 04:00:00,5000,-672382.9674,1204,7557
2006-Feb-20 05:00:00,5000,-662220.7135,1205,7556
2006-Feb-20 06:00:00,5000,-482785.3182,1206,7555
2006-Feb-20 07:00:00,29399.72419,-844778.5986,1207,7554
2006-Feb-20 08:00:00,29948.86169,-850556.5194,1208,7553
2006-Feb-20 09:00:00,31039.3818,-965362.0381,1209,7552
2006-Feb-20 10:00:00,33253.31475,-1086676.893,1210,7551
2006-Feb-20 11:00:00,34040.64742,-1219441.868,1211,7550
2006-Feb-20 12:00:00,39971.63021,-1377224.455,1212,7549
2006-Feb-20 13:00:00,47401.00567,-1336299.868,1213,7548
2006-Feb-20 14:00:00,45211.24342,-1498786.059,1214,7547
2006-Feb-20 15:00:00,30298.36351,-1622621.066,1215,7546
2006-Feb-20 16:00:00,29551.01853,-1669632.668,1216,7545
2006-Feb-20 17:00:00,37737.77324,-1567871.84,1217,7544
2006-Feb-20 18:00:00,24341.93705,-1206768.34,1218,7543
2006-Feb-20 19:00:00,20621.29287,-1083309.253,1219,7542
2006-Feb-20 20:00:00,16149.66702,-1043473.711,1220,7541
2006-Feb-20 21:00:00,17647.35676,-1006733.459,1221,7540
2006-Feb-20 22:00:00,11162.66657,-990051.1017,1222,7539
2006-Feb-20 23:00:00,8718.59011,-819997.2355,1223,7538
2006-Feb-21 00:00:00,8718.607178,-780000.1176,1224,7537
2006-Feb-21 01:00:00,5000,-753864.2388,1225,7536
2006-Feb-21 02:00:00,5000,-854622.134,1226,7535
2006-Feb-21 03:00:00,5000,-813075.5532,1227,7534
2006-Feb-21 04:00:00,5000,-760232.239,1228,7533
2006-Feb-21 05:00:00,5000,-794865.1241,1229,7532
2006-Feb-21 06:00:00,5000,-546834.0624,1230,7531
2006-Feb-21 07:00:00,12830.59151,-1028983.571,1231,7530
2006-Feb-21 08:00:00,19112.47849,-1020193.048,1232,7529
2006-Feb-21 09:00:00,31012.88815,-1241727.118,1233,7528
2006-Feb-21 10:00:00,33235.45548,-1372008.403,1234,7527
2006-Feb-21 11:00:00,33994.94112,-1478939.889,1235,7526
2006-Feb-21 12:00:00,39942.26548,-1550064.092,1236,7525
2006-Feb-21 13:00:00,47353.65503,-1500911.703,1237,7524
2006-Feb-21 14:00:00,45163.61397,-1752308.329,1238,7523
2006-Feb-21 15:00:00,30271.82765,-1644124.182,1239,7522
2006-Feb-21 16:00:00,29518.59485,-1620730.126,1240,7521
2006-Feb-21 17:00:00,37701.87371,-1586101.269,1241,7520
2006-Feb-21 18:00:00,24317.20287,-1256270.907,1242,7519
2006-Feb-21 19:00:00,20604.95421,-1139911.959,1243,7518
2006-Feb-21 20:00:00,16142.1805,-1107788.005,1244,7517
2006-Feb-21 21:00:00,17634.36248,-1085735.768,1245,7516
2006-Feb-21 22:00:00,10945.66721,-1070099.258,1246,7515
2006-Feb-21 23:00:00,8702.429271,-801041.3842,1247,7514
2006-Feb-22 00:00:00,8721.891588,-687493.8627,1248,7513
2006-Feb-22 01:00:00,5000,-691013.7626,1249,7512
2006-Feb-22 02:00:00,5000,-598804.5544,1250,7511
2006-Feb-22 03:00:00,5000,-549821.9655,1251,7510
2006-Feb-22 04:00:00,5000,-524564.2306,1252,7509
2006-Feb-22 05:00:00,5000,-521880.8383,1253,7508
2006-Feb-22 06:00:00,5000,-478248.773,1254,7507
2006-Feb-22 07:00:00,62051.80327,-515503.3686,1255,7506
2006-Feb-22 08:00:00,37262.66572,-500217.5288,1256,7505
2006-Feb-22 09:00:00,31008.0517,-515953.0191,1257,7504
2006-Feb-22 10:00:00,33234.7786,-618594.7899,1258,7503
2006-Feb-22 11:00:00,33935.72347,-793772.5238,1259,7502
2006-Feb-22 12:00:00,39902.7782,-936749.8324,1260,7501
2006-Feb-22 13:00:00,47352.55421,-970849.4876,1261,7500
2006-Feb-22 14:00:00,45079.04035,-1099295.669,1262,7499
2006-Feb-22 15:00:00,30241.23875,-1221876.642,1263,7498
2006-Feb-22 16:00:00,29503.66269,-1256355.714,1264,7497
2006-Feb-22 17:00:00,37677.39096,-1185780.409,1265,7496
2006-Feb-22 18:00:00,24303.01998,-875254.9412,1266,7495
2006-Feb-22 19:00:00,20582.61491,-658842.3479,1267,7494
2006-Feb-22 20:00:00,20891.07219,-536909.1323,1268,7493
2006-Feb-22 21:00:00,39531.59096,-505554.2684,1269,7492
2006-Feb-22 22:00:00,56344.64936,-503127.3442,1270,7491
2006-Feb-22 23:00:00,8710.389504,-501686.627,1271,7490
2006-Feb-23 00:00:00,8708.156758,-500467.7251,1272,7489
2006-Feb-23 01:00:00,5000,-499757.4375,1273,7488
2006-Feb-23 02:00:00,5000,-499164.5155,1274,7487
2006-Feb-23 03:00:00,5000,-498328.4774,1275,7486
2006-Feb-23 04:00:00,5000,-497707.0737,1276,7485
2006-Feb-23 05:00:00,5000,-497006.473,1277,7484
2006-Feb-23 06:00:00,5000,-474045.0186,1278,7483
2006-Feb-23 07:00:00,220335.3409,-500824.6244,1279,7482
2006-Feb-23 08:00:00,86036.8756,-498313.6097,1280,7481
2006-Feb-23 09:00:00,33514.48139,-538805.5698,1281,7480
2006-Feb-23 10:00:00,33183.58386,-816872.1532,1282,7479
2006-Feb-23 11:00:00,33925.91075,-1114086.282,1283,7478
2006-Feb-23 12:00:00,39850.2286,-1273807.749,1284,7477
2006-Feb-23 13:00:00,47291.08945,-1319159.159,1285,7476
2006-Feb-23 14:00:00,45061.12746,-1520859.334,1286,7475
2006-Feb-23 15:00:00,30213.52814,-1692162.563,1287,7474
2006-Feb-23 16:00:00,29477.25408,-1804470.355,1288,7473
2006-Feb-23 17:00:00,37634.33679,-1721306.389,1289,7472
2006-Feb-23 18:00:00,24280.19792,-1164918.217,1290,7471
2006-Feb-23 19:00:00,20567.75699,-820116.6179,1291,7470
2006-Feb-23 20:00:00,16114.42016,-711664.4572,1292,7469
2006-Feb-23 21:00:00,17853.7664,-722603.7695,1293,7468
2006-Feb-23 22:00:00,14575.08897,-678842.2164,1294,7467
2006-Feb-23 23:00:00,8714.27417,-552855.4662,1295,7466
2006-Feb-24 00:00:00,8699.292859,-526409.8461,1296,7465
2006-Feb-24 01:00:00,5000,-522369.7022,1297,7464
2006-Feb-24 02:00:00,5000,-505389.0797,1298,7463
2006-Feb-24 03:00:00,5000,-499009.788,1299,7462
2006-Feb-24 04:00:00,5000,-498350.6625,1300,7461
2006-Feb-24 05:00:00,5000,-497809.3486,1301,7460
2006-Feb-24 06:00:00,5000,-475931.7791,1302,7459
2006-Feb-24 07:00:00,141838.9695,-501794.0992,1303,7458
2006-Feb-24 08:00:00,63585.9945,-498801.2832,1304,7457
2006-Feb-24 09:00:00,30962.12942,-596702.2754,1305,7456
2006-Feb-24 10:00:00,33137.56689,-863608.3904,1306,7455
2006-Feb-24 11:00:00,33899.37797,-1068992.38,1307,7454
2006-Feb-24 12:00:00,39822.65162,-1232632.832,1308,7453
2006-Feb-24 13:00:00,47209.22916,-1318381.742,1309,7452
2006-Feb-24 14:00:00,45026.95883,-1594762.876,1310,7451
2006-Feb-24 15:00:00,35691.81074,-1688030.684,1311,7450
2006-Feb-24 16:00:00,32083.57067,-1632354.679,1312,7449
2006-Feb-24 17:00:00,37592.76972,-1470417.219,1313,7448
2006-Feb-24 18:00:00,24251.81029,-1100855.966,1314,7447
2006-Feb-24 19:00:00,20549.46607,-958452.8146,1315,7446
2006-Feb-24 20:00:00,16109.04917,-827583.1418,1316,7445
2006-Feb-24 21:00:00,17584.54685,-758487.3229,1317,7444
2006-Feb-24 22:00:00,11248.45048,-753298.3872,1318,7443
2006-Feb-24 23:00:00,8695.337174,-664224.8851,1319,7442
2006-Feb-25 00:00:00,8703.962813,-644434.3058,1320,7441
2006-Feb-25 01:00:00,5000,-619248.0387,1321,7440
2006-Feb-25 02:00:00,5000,-620543.1617,1322,7439
2006-Feb-25 03:00:00,5000,-620932.4877,1323,7438
2006-Feb-25 04:00:00,5000,-617962.0122,1324,7437
2006-Feb-25 05:00:00,5000,-630710.8611,1325,7436
2006-Feb-25 06:00:00,5000,-482346.8156,1326,7435
2006-Feb-25 07:00:00,20547.46573,-771634.1557,1327,7434
2006-Feb-25 08:00:00,27270.30192,-737012.9804,1328,7433
2006-Feb-25 09:00:00,21845.08338,-700384.2602,1329,7432
2006-Feb-25 10:00:00,23110.83457,-669200.1787,1330,7431
2006-Feb-25 11:00:00,19695.81692,-698393.8351,1331,7430
2006-Feb-25 12:00:00,22389.89777,-752447.5548,1332,7429
2006-Feb-25 13:00:00,22669.43938,-769007.9188,1333,7428
2006-Feb-25 14:00:00,22918.80089,-741093.4325,1334,7427
2006-Feb-25 15:00:00,22027.77241,-721175.9248,1335,7426
2006-Feb-25 16:00:00,23459.76536,-721111.2543,1336,7425
2006-Feb-25 17:00:00,28617.12421,-704464.8491,1337,7424
2006-Feb-25 18:00:00,10172.26739,-674974.5661,1338,7423
2006-Feb-25 19:00:00,10175.82908,-513089.768,1339,7422
2006-Feb-25 20:00:00,10175.53403,-579682.7493,1340,7421
2006-Feb-25 21:00:00,10175.17641,-512942.6639,1341,7420
2006-Feb-25 22:00:00,11645.86566,-576075.1873,1342,7419
2006-Feb-25 23:00:00,8706.466359,-512559.315,1343,7418
2006-Feb-26 00:00:00,8688.662573,-536927.1474,1344,7417
2006-Feb-26 01:00:00,5000,-559357.2618,1345,7416
2006-Feb-26 02:00:00,5000,-512404.823,1346,7415
2006-Feb-26 03:00:00,5000,-614306.0503,1347,7414
2006-Feb-26 04:00:00,5000,-515293.5736,1348,7413
2006-Feb-26 05:00:00,5000,-574102.953,1349,7412
2006-Feb-26 06:00:00,5000,-548075.9475,1350,7411
2006-Feb-26 07:00:00,10169.17792,-565828.697,1351,7410
2006-Feb-26 08:00:00,7945.252135,-550173.1571,1352,7409
2006-Feb-26 09:00:00,7962.236784,-616935.2315,1353,7408
2006-Feb-26 10:00:00,7958.03064,-641455.406,1354,7407
2006-Feb-26 11:00:00,7951.082296,-736141.5834,1355,7406
2006-Feb-26 12:00:00,9432.005204,-799441.2773,1356,7405
2006-Feb-26 13:00:00,9422.490784,-816907.5546,1357,7404
2006-Feb-26 14:00:00,11656.38974,-782277.1304,1358,7403
2006-Feb-26 15:00:00,9429.9435,-880400.652,1359,7402
2006-Feb-26 16:00:00,7954.504439,-756419.879,1360,7401
2006-Feb-26 17:00:00,7948.193,-764277.2298,1361,7400
2006-Feb-26 18:00:00,7946.380011,-753953.7704,1362,7399
2006-Feb-26 19:00:00,7963.170925,-553541.9805,1363,7398
2006-Feb-26 20:00:00,7956.961239,-599646.2491,1364,7397
2006-Feb-26 21:00:00,7950.58,-635613.1748,1365,7396
2006-Feb-26 22:00:00,10168.51835,-526759.1903,1366,7395
2006-Feb-26 23:00:00,7945.484367,-647272.3749,1367,7394
2006-Feb-27 00:00:00,7953.791601,-524219.1747,1368,7393
2006-Feb-27 01:00:00,5000,-652006.4997,1369,7392
2006-Feb-27 02:00:00,5000,-679710.7478,1370,7391
2006-Feb-27 03:00:00,5000,-533820.9178,1371,7390
2006-Feb-27 04:00:00,5000,-658398.7333,1372,7389
2006-Feb-27 05:00:00,5000,-616180.2261,1373,7388
2006-Feb-27 06:00:00,5000,-530304.3112,1374,7387
2006-Feb-27 07:00:00,28957.42763,-894531.319,1375,7386
2006-Feb-27 08:00:00,22243.06242,-893550.3535,1376,7385
2006-Feb-27 09:00:00,30822.6681,-1072730.27,1377,7384
