Datetime,Heating Demand (W),Cooling Demand (W),Electricity Consumption (kWh),Natural Gas Consumption (Therms)
2006-Mar-07 16:00:00,290552.9984,-13783517.64,1576,7185
2006-Mar-07 17:00:00,370963.3143,-14097639.45,1577,7184
2006-Mar-07 18:00:00,239670.4,-11623326.31,1578,7183
2006-Mar-07 19:00:00,205474.76,-10580240.46,1579,7182
2006-Mar-07 20:00:00,168589.4183,-10296023.32,1580,7181
2006-Mar-07 21:00:00,217295.7791,-10133109.07,1581,7180
2006-Mar-07 22:00:00,172867.7112,-10076030.17,1582,7179
2006-Mar-07 23:00:00,86524.62802,-7284449.539,1583,7178
2006-Mar-08 00:00:00,86317.36851,-8684288.992,1584,7177
2006-Mar-08 01:00:00,50000,-7962567.147,1585,7176
2006-Mar-08 02:00:00,50000,-8540780.541,1586,7175
2006-Mar-08 03:00:00,50000,-8000470.87,1587,7174
2006-Mar-08 04:00:00,50000,-7451343.927,1588,7173
2006-Mar-08 05:00:00,50000,-7646907.277,1589,7172
2006-Mar-08 06:00:00,50000,-5052851.652,1590,7171
2006-Mar-08 07:00:00,140115.4051,-10661871.13,1591,7170
2006-Mar-08 08:00:00,197330.6185,-10779455.83,1592,7169
2006-Mar-08 09:00:00,304836.8289,-12902799.37,1593,7168
2006-Mar-08 10:00:00,326693.0524,-14675267.5,1594,7167
2006-Mar-08 11:00:00,333962.1788,-15759736.54,1595,7166
2006-Mar-08 12:00:00,392374.5598,-17083937.94,1596,7165
2006-Mar-08 13:00:00,465152.6885,-14276014.86,1597,7164
2006-Mar-08 14:00:00,443263.0203,-14749487.41,1598,7163
2006-Mar-08 15:00:00,297558.2534,-16011346.5,1599,7162
2006-Mar-08 16:00:00,290382.85,-14936695.16,1600,7161
2006-Mar-08 17:00:00,370542.4011,-13956253.71,1601,7160
2006-Mar-08 18:00:00,239332.1268,-10561053.29,1602,7159
2006-Mar-08 19:00:00,202860.9886,-8490041.576,1603,7158
2006-Mar-08 20:00:00,159131.4836,-7545845.274,1604,7157
2006-Mar-08 21:00:00,175305.4419,-7079645.878,1605,7156
2006-Mar-08 22:00:00,148174.8029,-6620303.468,1606,7155
2006-Mar-08 23:00:00,86387.79706,-5904779.246,1607,7154
2006-Mar-09 00:00:00,86406.07103,-5729633.039,1608,7153
2006-Mar-09 01:00:00,50000,-5532461.173,1609,7152
2006-Mar-09 02:00:00,50000,-5468430.004,1610,7151
2006-Mar-09 03:00:00,50000,-5422326.175,1611,7150
2006-Mar-09 04:00:00,50000,-5212957.116,1612,7149
2006-Mar-09 05:00:00,50000,-5171762.019,1613,7148
2006-Mar-09 06:00:00,50000,-4768421.909,1614,7147
2006-Mar-09 07:00:00,693671.1911,-5043578.519,1615,7146
2006-Mar-09 08:00:00,453845.3476,-4995884.481,1616,7145
2006-Mar-09 09:00:00,304435.3392,-5678235.729,1617,7144
2006-Mar-09 10:00:00,326440.4047,-7524458.94,1618,7143
2006-Mar-09 11:00:00,333344.8236,-8868729.081,1619,7142
2006-Mar-09 12:00:00,391746.6545,-10139842.89,1620,7141
2006-Mar-09 13:00:00,464766.9053,-10369065.06,1621,7140
2006-Mar-09 14:00:00,442539.1702,-11562695.62,1622,7139
2006-Mar-09 15:00:00,297232.5504,-12639628.35,1623,7138
2006-Mar-09 16:00:00,290008.2544,-12896672.05,1624,7137
2006-Mar-09 17:00:00,369915.573,-12445393.83,1625,7136
2006-Mar-09 18:00:00,238969.1978,-9599480.823,1626,7135
2006-Mar-09 19:00:00,202610.404,-7180358.207,1627,7134
2006-Mar-09 20:00:00,195617.7588,-5771879.031,1628,7133
2006-Mar-09 21:00:00,316927.3975,-5077048.262,1629,7132
2006-Mar-09 22:00:00,317451.5139,-5031915.106,1630,7131
2006-Mar-09 23:00:00,86226.71312,-5015533.922,1631,7130
2006-Mar-10 00:00:00,86379.82942,-5005658.669,1632,7129
2006-Mar-10 01:00:00,50000,-4996312.871,1633,7128
2006-Mar-10 02:00:00,50000,-4988094.214,1634,7127
2006-Mar-10 03:00:00,50000,-4980012.868,1635,7126
2006-Mar-10 04:00:00,50000,-4973810.36,1636,7125
2006-Mar-10 05:00:00,50000,-4969763.013,1637,7124
2006-Mar-10 06:00:00,50000,-4742483.262,1638,7123
2006-Mar-10 07:00:00,2038293.667,-5007693.671,1639,7122
2006-Mar-10 08:00:00,896161.2772,-5565065.401,1640,7121
2006-Mar-10 09:00:00,316778.1923,-5740851.05,1641,7120
2006-Mar-10 10:00:00,325697.9591,-8609044.308,1642,7119
2006-Mar-10 11:00:00,333280.1837,-11292195.84,1643,7118
2006-Mar-10 12:00:00,391163.6292,-13194445.29,1644,7117
2006-Mar-10 13:00:00,463567.0244,-13613424.67,1645,7116
2006-Mar-10 14:00:00,445531.5645,-15902413.34,1646,7115
2006-Mar-10 15:00:00,296740.3854,-16849032.21,1647,7114
2006-Mar-10 16:00:00,289352.7046,-16775395.98,1648,7113
2006-Mar-10 17:00:00,369399.2716,-16351392.12,1649,7112
2006-Mar-10 18:00:00,238745.3746,-12462469.14,1650,7111
2006-Mar-10 19:00:00,202364.4913,-9375122.458,1651,7110
2006-Mar-10 20:00:00,158844.8796,-8212417.681,1652,7109
2006-Mar-10 21:00:00,173265.4009,-7649514.186,1653,7108
2006-Mar-10 22:00:00,116328.1213,-8040505.225,1654,7107
2006-Mar-10 23:00:00,86404.13237,-7202853.79,1655,7106
2006-Mar-11 00:00:00,86164.39654,-7007227.996,1656,7105
2006-Mar-11 01:00:00,50000,-6620886.359,1657,7104
2006-Mar-11 02:00:00,50000,-6641585.405,1658,7103
2006-Mar-11 03:00:00,50000,-6631739.722,1659,7102
2006-Mar-11 04:00:00,50000,-6505756.112,1660,7101
2006-Mar-11 05:00:00,50000,-6482927.946,1661,7100
2006-Mar-11 06:00:00,50000,-4820515.645,1662,7099
2006-Mar-11 07:00:00,258562.8953,-7701718.154,1663,7098
2006-Mar-11 08:00:00,142827.9178,-7971716.616,1664,7097
2006-Mar-11 09:00:00,158613.8099,-9362429.395,1665,7096
2006-Mar-11 10:00:00,202072.8253,-10989178.54,1666,7095
2006-Mar-11 11:00:00,187481.5828,-11905654.71,1667,7094
2006-Mar-11 12:00:00,216618.8456,-11888171.12,1668,7093
2006-Mar-11 13:00:00,194790.9356,-11045968.92,1669,7092
2006-Mar-11 14:00:00,187747.9806,-10811465.82,1670,7091
2006-Mar-11 15:00:00,158570.2757,-10500564.55,1671,7090
2006-Mar-11 16:00:00,144131.9321,-10268551.58,1672,7089
2006-Mar-11 17:00:00,151312.848,-10088299.89,1673,7088
2006-Mar-11 18:00:00,100615.4669,-10076664.2,1674,7087
2006-Mar-11 19:00:00,100650.9485,-6483465.852,1675,7086
2006-Mar-11 20:00:00,100658.1395,-6579887.635,1676,7085
2006-Mar-11 21:00:00,100677.9856,-6720099.48,1677,7084
2006-Mar-11 22:00:00,115309.863,-7427400.453,1678,7083
2006-Mar-11 23:00:00,86076.64514,-7594930.499,1679,7082
2006-Mar-12 00:00:00,86264.4752,-6211992.04,1680,7081
2006-Mar-12 01:00:00,50000,-6793073.101,1681,7080
2006-Mar-12 02:00:00,50000,-7559968.381,1682,7079
2006-Mar-12 03:00:00,50000,-7523250.484,1683,7078
2006-Mar-12 04:00:00,50000,-6233061.42,1684,7077
2006-Mar-12 05:00:00,50000,-6796737.813,1685,7076
2006-Mar-12 06:00:00,100561.6621,-7838300.638,1686,7075
2006-Mar-12 07:00:00,78984.47991,-4773560.451,1687,7074
2006-Mar-12 08:00:00,78939.78908,-7724487.62,1688,7073
2006-Mar-12 09:00:00,78891.74802,-8508280.284,1689,7072
2006-Mar-12 10:00:00,78840.70786,-9045398.434,1690,7071
2006-Mar-12 11:00:00,93457.92916,-8244808.074,1691,7070
2006-Mar-12 12:00:00,93337.82518,-9733468.883,1692,7069
2006-Mar-12 13:00:00,115089.3787,-9299033.19,1693,7068
2006-Mar-12 14:00:00,93391.90491,-10927072.51,1694,7067
2006-Mar-12 15:00:00,78914.71513,-10778836.84,1695,7066
2006-Mar-12 16:00:00,78865.75231,-10958600.87,1696,7065
2006-Mar-12 17:00:00,78827.54952,-8866729.657,1697,7064
2006-Mar-12 18:00:00,79000.80736,-8483850.642,1698,7063
2006-Mar-12 19:00:00,78961.95197,-6794387.886,1699,7062
2006-Mar-12 20:00:00,78912.28042,-5963331.278,1700,7061
2006-Mar-12 21:00:00,100598.6525,-5801210.748,1701,7060
2006-Mar-12 22:00:00,78845.35517,-5543508.629,1702,7059
2006-Mar-12 23:00:00,78828.68812,-5144703.477,1703,7058
2006-Mar-13 00:00:00,50000,-5172633.949,1704,7057
2006-Mar-13 01:00:00,50000,-5042396.072,1705,7056
2006-Mar-13 02:00:00,50000,-4996044.42,1706,7055
2006-Mar-13 03:00:00,50000,-4987564.022,1707,7054
2006-Mar-13 04:00:00,50000,-4982821.797,1708,7053
2006-Mar-13 05:00:00,50000,-4766203.883,1709,7052
2006-Mar-13 06:00:00,1478825.028,-5021611.597,1710,7051
2006-Mar-13 07:00:00,1360982.89,-4987551.017,1711,7050
2006-Mar-13 08:00:00,406746.5821,-5001014.059,1712,7049
2006-Mar-13 09:00:00,336392.1511,-5021162.537,1713,7048
2006-Mar-13 10:00:00,331375.2497,-5644999.914,1714,7047
2006-Mar-13 11:00:00,389402.1596,-7117606.711,1715,7046
2006-Mar-13 12:00:00,461890.2545,-8070729.844,1716,7045
2006-Mar-13 13:00:00,439760.1632,-9575304.066,1717,7044
2006-Mar-13 14:00:00,295515.6497,-10897933.94,1718,7043
2006-Mar-13 15:00:00,288360.4621,-12450300.55,1719,7042
2006-Mar-13 16:00:00,367686.0838,-13130104.13,1720,7041
2006-Mar-13 17:00:00,237634.5858,-10656200.25,1721,7040
2006-Mar-13 18:00:00,201522.8272,-8758782.073,1722,7039
2006-Mar-13 19:00:00,158199.1433,-7300009.139,1723,7038
2006-Mar-13 20:00:00,196879.7735,-6379722.992,1724,7037
2006-Mar-13 21:00:00,237418.1113,-5478273.802,1725,7036
2006-Mar-13 22:00:00,86086.00036,-5029378.767,1726,7035
2006-Mar-13 23:00:00,86025.46757,-5014663.286,1727,7034
2006-Mar-14 00:00:00,50000,-5005448.235,1728,7033
2006-Mar-14 01:00:00,50000,-4998773.163,1729,7032
2006-Mar-14 02:00:00,50000,-4992050.561,1730,7031
2006-Mar-14 03:00:00,50000,-4980753.813,1731,7030
2006-Mar-14 04:00:00,64210.28497,-4971209.917,1732,7029
2006-Mar-14 05:00:00,50000,-4732019.252,1733,7028
2006-Mar-14 06:00:00,3211433.128,-5004894.005,1734,7027
2006-Mar-14 07:00:00,2716643.359,-5695672.81,1735,7026
2006-Mar-14 08:00:00,1404689.443,-5007699.16,1736,7025
2006-Mar-14 09:00:00,541124.0439,-5027512.341,1737,7024
2006-Mar-14 10:00:00,411844.1017,-5039147.269,1738,7023
2006-Mar-14 11:00:00,425619.9666,-5046277.532,1739,7022
2006-Mar-14 12:00:00,471311.1462,-5050993.317,1740,7021
2006-Mar-14 13:00:00,439397.4754,-5076434.841,1741,7020
2006-Mar-14 14:00:00,295032.5141,-5624385.239,1742,7019
2006-Mar-14 15:00:00,287922.3494,-6547853.811,1743,7018
2006-Mar-14 16:00:00,367180.4013,-6729776.485,1744,7017
2006-Mar-14 17:00:00,237331.8894,-6070945.198,1745,7016
2006-Mar-14 18:00:00,257419.4635,-5560764.294,1746,7015
2006-Mar-14 19:00:00,465489.7737,-5107057.378,1747,7014
2006-Mar-14 20:00:00,799583.2107,-5076584.235,1748,7013
2006-Mar-14 21:00:00,1185985.933,-5613666.367,1749,7012
2006-Mar-14 22:00:00,85956.72625,-5017504.278,1750,7011
2006-Mar-14 23:00:00,86026.65311,-5004224.073,1751,7010
2006-Mar-15 00:00:00,50000,-4995491.853,1752,7009
2006-Mar-15 01:00:00,50000,-4987480.897,1753,7008
2006-Mar-15 02:00:00,50000,-4981152.44,1754,7007
2006-Mar-15 03:00:00,50000,-4974302.934,1755,7006
2006-Mar-15 04:00:00,51520.03961,-4966639.244,1756,7005
2006-Mar-15 05:00:00,1567141.237,-4960657.672,1757,7004
2006-Mar-15 06:00:00,3108368.074,-4958835.32,1758,7003
2006-Mar-15 07:00:00,1945756.555,-5000297.016,1759,7002
2006-Mar-15 08:00:00,1036483.183,-4991842.268,1760,7001
2006-Mar-15 09:00:00,450874.5703,-5010365.883,1761,7000
2006-Mar-15 10:00:00,334504.2059,-5254144.083,1762,6999
2006-Mar-15 11:00:00,388151.7496,-6547830.087,1763,6998
2006-Mar-15 12:00:00,459952.455,-7492121.556,1764,6997
2006-Mar-15 13:00:00,438568.7666,-8794101.35,1765,6996
2006-Mar-15 14:00:00,294519.4666,-9052220.873,1766,6995
2006-Mar-15 15:00:00,287500.8165,-9438667.275,1767,6994
2006-Mar-15 16:00:00,366606.2953,-9188350.905,1768,6993
2006-Mar-15 17:00:00,236992.4892,-7494360.015,1769,6992
2006-Mar-15 18:00:00,206981.8244,-6330581.267,1770,6991
2006-Mar-15 19:00:00,273992.6433,-5567224.821,1771,6990
2006-Mar-15 20:00:00,401200.1972,-5289110.477,1772,6989
2006-Mar-15 21:00:00,403312.3944,-5252042.313,1773,6988
2006-Mar-15 22:00:00,85901.46487,-5055856.83,1774,6987
2006-Mar-15 23:00:00,85954.06619,-5006640.624,1775,6986
2006-Mar-16 00:00:00,50000,-4998545.849,1776,6985
2006-Mar-16 01:00:00,50000,-4992782.009,1777,6984
2006-Mar-16 02:00:00,50000,-4988992.157,1778,6983
2006-Mar-16 03:00:00,50000,-4986086.134,1779,6982
2006-Mar-16 04:00:00,50000,-4981266.743,1780,6981
2006-Mar-16 05:00:00,50000,-4762747.828,1781,6980
2006-Mar-16 06:00:00,1429327.141,-5016681.768,1782,6979
2006-Mar-16 07:00:00,1294631.372,-4985648.993,1783,6978
2006-Mar-16 08:00:00,500425.5874,-4998928.376,1784,6977
2006-Mar-16 09:00:00,397240.418,-5018497.799,1785,6976
2006-Mar-16 10:00:00,334500.606,-5041779.628,1786,6975
2006-Mar-16 11:00:00,389601.6368,-5741209.318,1787,6974
2006-Mar-16 12:00:00,463794.8962,-6144155.203,1788,6973
2006-Mar-16 13:00:00,437735.6036,-6846796.251,1789,6972
2006-Mar-16 14:00:00,294071.7344,-7124679.109,1790,6971
2006-Mar-16 15:00:00,287077.9562,-6837530.799,1791,6970
2006-Mar-16 16:00:00,365982.6352,-6925046.954,1792,6969
2006-Mar-16 17:00:00,248388.7607,-6231320.954,1793,6968
2006-Mar-16 18:00:00,329072.5323,-5764236.117,1794,6967
2006-Mar-16 19:00:00,416124.9637,-5534817.54,1795,6966
2006-Mar-16 20:00:00,637648.531,-5308967.096,1796,6965
2006-Mar-16 21:00:00,731730.7261,-5217143.615,1797,6964
2006-Mar-16 22:00:00,85879.15469,-5015404.754,1798,6963
2006-Mar-16 23:00:00,85825.45382,-4983485.059,1799,6962
2006-Mar-17 00:00:00,50000,-4975859.476,1800,6961
2006-Mar-17 01:00:00,50000,-4969920.251,1801,6960
2006-Mar-17 02:00:00,50000,-4965055.77,1802,6959
2006-Mar-17 03:00:00,50000,-4962401.392,1803,6958
2006-Mar-17 04:00:00,50000,-5030266.726,1804,6957
2006-Mar-17 05:00:00,50000,-4743587.873,1805,6956
2006-Mar-17 06:00:00,1303883.392,-5562543.07,1806,6955
2006-Mar-17 07:00:00,1093581.929,-5694692.246,1807,6954
2006-Mar-17 08:00:00,340152.8819,-6181853.49,1808,6953
2006-Mar-17 09:00:00,328321.2118,-7137740.819,1809,6952
2006-Mar-17 10:00:00,329412.2474,-8304400.085,1810,6951
2006-Mar-17 11:00:00,386877.8831,-8736204.525,1811,6950
2006-Mar-17 12:00:00,458714.8674,-8690245.265,1812,6949
2006-Mar-17 13:00:00,436845.5478,-9566704.713,1813,6948
2006-Mar-17 14:00:00,293678.422,-10115337.38,1814,6947
2006-Mar-17 15:00:00,286612.8964,-10415094.47,1815,6946
2006-Mar-17 16:00:00,365310.6869,-10822779.08,1816,6945
2006-Mar-17 17:00:00,238975.4741,-9772498.592,1817,6944
2006-Mar-17 18:00:00,283224.1294,-7667823.747,1818,6943
2006-Mar-17 19:00:00,367586.1509,-6811274.33,1819,6942
2006-Mar-17 20:00:00,464985.3897,-7005521.999,1820,6941
2006-Mar-17 21:00:00,480490.0643,-6376527.998,1821,6940
2006-Mar-17 22:00:00,85863.87699,-5146240.323,1822,6939
2006-Mar-17 23:00:00,85679.55015,-4978140.506,1823,6938
2006-Mar-18 00:00:00,50000,-4966880.123,1824,6937
2006-Mar-18 01:00:00,50000,-4959955.781,1825,6936
2006-Mar-18 02:00:00,50000,-4956936.526,1826,6935
2006-Mar-18 03:00:00,50000,-4951348.129,1827,6934
2006-Mar-18 04:00:00,50000,-4943383.545,1828,6933
2006-Mar-18 05:00:00,50000,-4706045.722,1829,6932
2006-Mar-18 06:00:00,2604886.804,-4980489.655,1830,6931
2006-Mar-18 07:00:00,1978887.711,-6474615.73,1831,6930
2006-Mar-18 08:00:00,2372104.186,-5721949.355,1832,6929
2006-Mar-18 09:00:00,2748332.027,-4962947.348,1833,6928
2006-Mar-18 10:00:00,1845625.682,-5497425.742,1834,6927
2006-Mar-18 11:00:00,2033879.47,-4971070.839,1835,6926
2006-Mar-18 12:00:00,1902117.054,-5009565.069,1836,6925
2006-Mar-18 13:00:00,917718.0086,-4978219.711,1837,6924
2006-Mar-18 14:00:00,592645.7462,-4963524.619,1838,6923
2006-Mar-18 15:00:00,526143.0352,-4968959.363,1839,6922
2006-Mar-18 16:00:00,572811.332,-4984755.973,1840,6921
2006-Mar-18 17:00:00,114277.2425,-5009174.955,1841,6920
2006-Mar-18 18:00:00,100069.9746,-5024089.899,1842,6919
2006-Mar-18 19:00:00,100033.4087,-5012775.505,1843,6918
2006-Mar-18 20:00:00,100040.8741,-4984852.198,1844,6917
2006-Mar-18 21:00:00,114178.6132,-4969342.86,1845,6916
2006-Mar-18 22:00:00,85869.37425,-4959867.428,1846,6915
2006-Mar-18 23:00:00,85635.60333,-4951266.604,1847,6914
2006-Mar-19 00:00:00,50000,-4946113.568,1848,6913
2006-Mar-19 01:00:00,50000,-4940583.768,1849,6912
2006-Mar-19 02:00:00,50000,-4933006.681,1850,6911
2006-Mar-19 03:00:00,50000,-4924767.648,1851,6910
2006-Mar-19 04:00:00,50000,-4916792.416,1852,6909
2006-Mar-19 05:00:00,50000,-4909465.546,1853,6908
2006-Mar-19 06:00:00,99945.12654,-4901901.461,1854,6907
2006-Mar-19 07:00:00,78454.48047,-4894332.453,1855,6906
2006-Mar-19 08:00:00,78568.88951,-4890630.969,1856,6905
2006-Mar-19 09:00:00,78598.33337,-4890327.141,1857,6904
2006-Mar-19 10:00:00,78554.84423,-4888833.305,1858,6903
2006-Mar-19 11:00:00,92729.77041,-4893554.288,1859,6902
2006-Mar-19 12:00:00,92788.75298,-4900173.631,1860,6901
2006-Mar-19 13:00:00,114221.2462,-5120837.331,1861,6900
2006-Mar-19 14:00:00,92743.06879,-5589825.271,1862,6899
2006-Mar-19 15:00:00,78557.84333,-6309268.269,1863,6898
2006-Mar-19 16:00:00,78603.12831,-6361072.009,1864,6897
2006-Mar-19 17:00:00,78559.14099,-6487110.407,1865,6896
2006-Mar-19 18:00:00,78515.78234,-6099415.449,1866,6895
2006-Mar-19 19:00:00,78474.60579,-5331694.598,1867,6894
2006-Mar-19 20:00:00,78479.58118,-4979429.112,1868,6893
2006-Mar-19 21:00:00,99917.21264,-4961295.203,1869,6892
2006-Mar-19 22:00:00,78598.69249,-4954251.203,1870,6891
2006-Mar-19 23:00:00,78583.51159,-4950272.915,1871,6890
2006-Mar-20 00:00:00,50000,-4945907.662,1872,6889
2006-Mar-20 01:00:00,50000,-4939393.688,1873,6888
2006-Mar-20 02:00:00,50000,-4934231.039,1874,6887
2006-Mar-20 03:00:00,50000,-4930360.636,1875,6886
2006-Mar-20 04:00:00,130407.2168,-4925130.375,1876,6885
2006-Mar-20 05:00:00,50000,-4686248.537,1877,6884
2006-Mar-20 06:00:00,3193767.456,-4961274.393,1878,6883
2006-Mar-20 07:00:00,3825405.018,-4936296.406,1879,6882
2006-Mar-20 08:00:00,1143911.907,-4972574.612,1880,6881
2006-Mar-20 09:00:00,388049.1801,-5259071.933,1881,6880
2006-Mar-20 10:00:00,338871.1785,-6859672.797,1882,6879
2006-Mar-20 11:00:00,384857.2338,-8596457.906,1883,6878
2006-Mar-20 12:00:00,456060.7295,-9058137.665,1884,6877
2006-Mar-20 13:00:00,434686.0676,-10411422.93,1885,6876
2006-Mar-20 14:00:00,292175.6238,-11653062.02,1886,6875
2006-Mar-20 15:00:00,285238.2462,-12902494.9,1887,6874
2006-Mar-20 16:00:00,363455.6559,-13305700.78,1888,6873
2006-Mar-20 17:00:00,235096.698,-10794956.1,1889,6872
2006-Mar-20 18:00:00,199463.8484,-9040697.172,1890,6871
2006-Mar-20 19:00:00,168583.4642,-7752020.277,1891,6870
2006-Mar-20 20:00:00,242915.76,-6924835.342,1892,6869
2006-Mar-20 21:00:00,249779.8913,-6515600.944,1893,6868
2006-Mar-20 22:00:00,85684.60612,-5389895.886,1894,6867
2006-Mar-20 23:00:00,85460.16105,-5115201.823,1895,6866
2006-Mar-21 00:00:00,50000,-5024433.048,1896,6865
2006-Mar-21 01:00:00,50000,-4984803.061,1897,6864
2006-Mar-21 02:00:00,50000,-4979485.234,1898,6863
2006-Mar-21 03:00:00,50000,-4975032.682,1899,6862
2006-Mar-21 04:00:00,50000,-4970135.406,1900,6861
2006-Mar-21 05:00:00,50000,-4747827.259,1901,6860
2006-Mar-21 06:00:00,1780264.072,-5003527.499,1902,6859
2006-Mar-21 07:00:00,1457630.664,-4973958.341,1903,6858
2006-Mar-21 08:00:00,371837.6574,-4990869.519,1904,6857
2006-Mar-21 09:00:00,321559.2849,-6369855.445,1905,6856
2006-Mar-21 10:00:00,327182.9905,-8349774.454,1906,6855
2006-Mar-21 11:00:00,384164.7337,-9810247.577,1907,6854
2006-Mar-21 12:00:00,455197.0394,-10606251.05,1908,6853
2006-Mar-21 13:00:00,434178.407,-12191209.85,1909,6852
2006-Mar-21 14:00:00,291677.9029,-13551714.47,1910,6851
2006-Mar-21 15:00:00,284398.3689,-15260560.63,1911,6850
2006-Mar-21 16:00:00,362942.2152,-15940128.22,1912,6849
2006-Mar-21 17:00:00,234908.2833,-12848818.99,1913,6848
2006-Mar-21 18:00:00,199231.5288,-10743289.17,1914,6847
2006-Mar-21 19:00:00,156513.3402,-9017196.898,1915,6846
2006-Mar-21 20:00:00,171494.0611,-7757703.216,1916,6845
2006-Mar-21 21:00:00,114025.7061,-7045535.466,1917,6844
2006-Mar-21 22:00:00,85391.10132,-5774443.641,1918,6843
2006-Mar-21 23:00:00,85644.95369,-5864443.973,1919,6842
2006-Mar-22 00:00:00,50000,-5537839.326,1920,6841
2006-Mar-22 01:00:00,50000,-5608501.989,1921,6840
2006-Mar-22 02:00:00,50000,-5561184.536,1922,6839
2006-Mar-22 03:00:00,50000,-5305497.02,1923,6838
2006-Mar-22 04:00:00,50000,-5158996.587,1924,6837
2006-Mar-22 05:00:00,50000,-4809474.093,1925,6836
2006-Mar-22 06:00:00,783369.9333,-5024798.13,1926,6835
2006-Mar-22 07:00:00,774857.9906,-4989648.715,1927,6834
2006-Mar-22 08:00:00,300112.9167,-5737677.252,1928,6833
2006-Mar-22 09:00:00,319477.4565,-8256628.907,1929,6832
2006-Mar-22 10:00:00,326719.7593,-9786846.11,1930,6831
2006-Mar-22 11:00:00,383474.8645,-11046642.23,1931,6830
2006-Mar-22 12:00:00,454544.0346,-10969030.13,1932,6829
2006-Mar-22 13:00:00,432986.0757,-12608094.68,1933,6828
2006-Mar-22 14:00:00,291254.849,-12942497.37,1934,6827
2006-Mar-22 15:00:00,284231.6377,-14832010.19,1935,6826
2006-Mar-22 16:00:00,362096.5571,-13928021.78,1936,6825
2006-Mar-22 17:00:00,234264.9404,-10438037.6,1937,6824
2006-Mar-22 18:00:00,198964.8901,-9318665.725,1938,6823
2006-Mar-22 19:00:00,156450.4959,-8546106.718,1939,6822
2006-Mar-22 20:00:00,173616.7409,-7947765.203,1940,6821
2006-Mar-22 21:00:00,140360.3145,-8030682.55,1941,6820
2006-Mar-22 22:00:00,85551.58857,-7129465.206,1942,6819
2006-Mar-22 23:00:00,85415.6018,-7003874.168,1943,6818
2006-Mar-23 00:00:00,50000,-7052471.185,1944,6817
2006-Mar-23 01:00:00,50000,-6951670.946,1945,6816
2006-Mar-23 02:00:00,50000,-7173006,1946,6815
2006-Mar-23 03:00:00,50000,-6959778.038,1947,6814
2006-Mar-23 04:00:00,50000,-7421022.182,1948,6813
2006-Mar-23 05:00:00,50000,-4861941.601,1949,6812
2006-Mar-23 06:00:00,194388.2844,-10047647.18,1950,6811
2006-Mar-23 07:00:00,288567.7193,-9752552.177,1951,6810
2006-Mar-23 08:00:00,297714.5253,-11768272.64,1952,6809
2006-Mar-23 09:00:00,319123.4895,-12911905.43,1953,6808
2006-Mar-23 10:00:00,326212.4648,-13873711.28,1954,6807
2006-Mar-23 11:00:00,382766.0564,-14971256.45,1955,6806
2006-Mar-23 12:00:00,453373.8078,-14520110.46,1956,6805
2006-Mar-23 13:00:00,432528.245,-15642949.94,1957,6804
2006-Mar-23 14:00:00,290567.1555,-16260642.65,1958,6803
2006-Mar-23 15:00:00,283740.3456,-16618964.37,1959,6802
2006-Mar-23 16:00:00,361569.1561,-16785599.66,1960,6801
2006-Mar-23 17:00:00,233933.997,-13951432.73,1961,6800
2006-Mar-23 18:00:00,198517.2568,-11758660.35,1962,6799
2006-Mar-23 19:00:00,156203.3727,-11177857.97,1963,6798
2006-Mar-23 20:00:00,170217.0136,-10673634.25,1964,6797
2006-Mar-23 21:00:00,106544.2328,-10589507.86,1965,6796
2006-Mar-23 22:00:00,85485.13077,-8568434.805,1966,6795
2006-Mar-23 23:00:00,85270.18579,-8090182.202,1967,6794
2006-Mar-24 00:00:00,50000,-8719577.395,1968,6793
2006-Mar-24 01:00:00,50000,-7878528.844,1969,6792
2006-Mar-24 02:00:00,50000,-8009937.21,1970,6791
2006-Mar-24 03:00:00,50000,-8271902.163,1971,6790
2006-Mar-24 04:00:00,50000,-8275047.364,1972,6789
2006-Mar-24 05:00:00,50000,-4887370.275,1973,6788
2006-Mar-24 06:00:00,113599.6605,-10766932.82,1974,6787
2006-Mar-24 07:00:00,205547.9737,-11111597.8,1975,6786
2006-Mar-24 08:00:00,297113.5741,-13473156.82,1976,6785
2006-Mar-24 09:00:00,318594.5422,-14515924.91,1977,6784
2006-Mar-24 10:00:00,325557.2857,-15528307.56,1978,6783
2006-Mar-24 11:00:00,382062.3869,-16718091.78,1979,6782
2006-Mar-24 12:00:00,452514.281,-16585139.54,1980,6781
2006-Mar-24 13:00:00,431747.8756,-17830113.65,1981,6780
2006-Mar-24 14:00:00,290047.5792,-17951354.34,1982,6779
2006-Mar-24 15:00:00,283196.3603,-18024831.24,1983,6778
2006-Mar-24 16:00:00,360929.9046,-18090693.65,1984,6777
2006-Mar-24 17:00:00,233552.3049,-14229228.23,1985,6776
2006-Mar-24 18:00:00,198196.0342,-12494932.01,1986,6775
2006-Mar-24 19:00:00,155967.9411,-12057873.16,1987,6774
2006-Mar-24 20:00:00,169962.6029,-11643447.75,1988,6773
2006-Mar-24 21:00:00,106421.4668,-11524653.92,1989,6772
2006-Mar-24 22:00:00,85411.78511,-8894316.749,1990,6771
2006-Mar-24 23:00:00,85200.15756,-8422837.72,1991,6770
2006-Mar-25 00:00:00,50000,-9286454.479,1992,6769
2006-Mar-25 01:00:00,50000,-8351466.846,1993,6768
2006-Mar-25 02:00:00,50000,-7933575.117,1994,6767
